"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","429797.527","4580939.543","429705.601","4580738.621","2.159392","41.375097","BUS -D20-V9--","02","10","Eixample","Sant Antoni","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429747.498","4585834.552","429655.574","4585633.585","2.158226","41.41918","NITBUS -N4-N5--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430123.132","4586038.786","430031.204","4585837.817","2.162696","41.421052","BUS -24--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429713.877","4585816.03","429621.953","4585615.063","2.157825","41.41901","BUS -24--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428939","4583102.452","428847.082","4582901.51","2.148873","41.394502","BUS -V13--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434761.998","4584803.078","434670.027","4584602.119","2.218337","41.410313","BUS -H16--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426804.181","4581073.612","426712.282","4580872.689","2.123585","41.376038","BUS -54--","03","17","Sants-Montjuïc","Sants - Badal","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428271.334","4581474.017","428179.422","4581273.09","2.14108","41.379776","NITBUS -N0--","03","18","Sants-Montjuïc","Sants","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431506.593","4583752.353","431414.652","4583551.404","2.179509","41.400579","NITBUS -N0-N9--","02","05","Eixample","el Fort Pienc","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426146.314","4584164.585","426054.422","4583963.634","2.115341","41.403816","BUS -130--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428733.971","4579886.489","428642.054","4579685.577","2.146799","41.365519","BUS -150--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432499.151","4588053.826","432407.202","4587852.837","2.190901","41.439404","BUS -126-H4-V31--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428323.728","4584811.304","428231.817","4584610.346","2.141311","41.409838","BUS -131--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427420.304","4585194.715","427328.401","4584993.754","2.130457","41.41321","BUS -196-H2--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428933.024","4581000.274","428841.106","4580799.352","2.149048","41.375568","BUS -13-46-150--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429625.186","4579840.911","429533.261","4579639.999","2.157459","41.365187","BUS -13-125--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428888.001","4586460.206","428796.085","4586259.233","2.147868","41.424739","BUS -V17--","07","41","Horta-Guinardó","la Vall d'Hebron","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432123.228","4585186.11","432031.282","4584985.148","2.186724","41.413544","BUS -62-V25--","10","64","Sant Martí","el Camp de l'Arpa del Clot","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431158.249","4587421.728","431066.312","4587220.745","2.174924","41.433597","BUS -132--","08","45","Nou Barris","Porta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431868.546","4589030.931","431776.603","4588829.933","2.183243","41.448151","BUS -80-81-H2-D50--","08","53","Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425319.439","4585360.788","425227.555","4585159.826","2.105302","41.414513","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430694.84","4586524.702","430602.907","4586323.728","2.169481","41.425478","BUS -117--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429285.73","4586142.196","429193.81","4585941.226","2.152664","41.42191","BUS -119--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431042.174","4587980.431","430950.238","4587779.443","2.173471","41.438619","BUS -47-76-B19-82-H4-H2--","08","48","Nou Barris","la Guineueta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430230.385","4585944.768","430138.456","4585743.799","2.163991","41.420215","BUS -22-119--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432752.771","4589538.821","432660.82","4589337.818","2.193771","41.4528","BUS -11-V31--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432134.307","4586116.659","432042.361","4585915.688","2.186752","41.421926","BUS -62-96-H8-V27--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426645.914","4582287.178","426554.017","4582086.244","2.121545","41.386953","BUS -7-33-L97-H6--","04","21","Les Corts","Pedralbes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433289.516","4585218.831","433197.559","4585017.868","2.200675","41.413937","NITBUS -N2--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429373.468","4586542.715","429281.547","4586341.741","2.153667","41.425525","BUS -19-H2--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427564.394","4586778.134","427472.49","4586577.158","2.131991","41.427484","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433450.125","4586798.029","433358.167","4586597.052","2.202422","41.428173","NITBUS -N8--","10","73","Sant Martí","la Verneda i la Pau","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","425472.872","4585706.846","425380.987","4585505.881","2.107095","41.417644","NITBUS -N10--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426229.422","4582214.579","426137.529","4582013.646","2.116573","41.386261","BUS -33--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430255.592","4586124.887","430163.663","4585923.917","2.164271","41.421839","BUS -117--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429605.378","4586183.265","429513.455","4585982.294","2.156484","41.422308","BUS -119-86--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424420.189","4585779.066","424328.314","4585578.101","2.094491","41.418196","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424587.66","4585745.007","424495.783","4585544.042","2.096499","41.417905","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430183.514","4586856.166","430091.586","4586655.189","2.163324","41.428419","BUS -V25--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427196.333","4582399.534","427104.431","4582198.599","2.128114","41.388015","BUS -70-V3--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431790.3","4586300.1","431698.357","4586099.128","2.182615","41.423549","BUS -V27-191--","09","62","Sant Andreu","el Congrés i els Indians","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431808.392","4586304.371","431716.449","4586103.399","2.182831","41.423589","BUS -V27-191--","09","62","Sant Andreu","el Congrés i els Indians","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432163.242","4586052.312","432071.296","4585851.342","2.187106","41.421349","NITBUS -N3--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427665.667","4583744.964","427573.761","4583544.016","2.133566","41.400175","BUS -70-V11--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427671.934","4583468.767","427580.028","4583267.822","2.133674","41.397688","NITBUS -N7--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429734.324","4585819.08","429642.4","4585618.113","2.15807","41.419039","BUS -22-119--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425763.001","4582044.252","425671.112","4581843.321","2.111016","41.384684","BUS -33-75-113-V1--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431115.64","4590486.919","431023.704","4590285.908","2.174064","41.4612","BUS -62-76-83--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426569.811","4583958.306","426477.915","4583757.357","2.120432","41.401997","BUS -130-V7--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428309.627","4579598.113","428217.714","4579397.204","2.14176","41.362884","BUS -13-125--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431293.46","4589074.243","431201.522","4588873.245","2.176354","41.448492","BUS -11--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430166.398","4581516.883","430074.469","4581315.955","2.163736","41.380329","BUS -120--","01","01","Ciutat Vella","el Raval","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433630.37","4584510.047","433538.41","4584309.091","2.20483","41.407581","NITBUS -N7--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428343.548","4584165.76","428251.636","4583964.808","2.141625","41.404026","NITBUS -N5--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428995.062","4585146.766","428903.144","4584945.805","2.149303","41.412919","BUS -116--","06","30","Gràcia","la Salut","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430570.714","4585730.248","430478.782","4585529.281","2.168087","41.418312","BUS -114--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429175.5","4584982.447","429083.581","4584781.488","2.151481","41.411455","BUS -116--","06","30","Gràcia","la Salut","",""
"K014","Transports i serveis relacionats","Autobusos diürns","423830.44","4586348.638","423738.57","4586147.667","2.087363","41.42327","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429786.219","4586268.332","429694.294","4586067.361","2.158638","41.42309","BUS -V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429577.229","4587864.993","429485.307","4587664.007","2.155951","41.437452","BUS -185--","07","43","Horta-Guinardó","Horta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","424622.857","4585906.192","424530.98","4585705.225","2.0969","41.41936","NITBUS -N10--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424586.521","4585739.911","424494.644","4585538.946","2.096486","41.417859","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424587.197","4585652.521","424495.32","4585451.557","2.096505","41.417072","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427667.999","4583490.013","427576.093","4583289.068","2.133625","41.397879","BUS -68-V9--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424794.466","4586952.552","424702.588","4586751.576","2.098823","41.4288","BUS -128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432124.437","4588090.092","432032.491","4587889.103","2.186412","41.439699","BUS -B19-H4--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429029.336","4584395.286","428937.418","4584194.332","2.149802","41.406154","BUS -22-27-87-V17--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433661.015","4588020.076","433569.055","4587819.087","2.204811","41.439197","BUS -11-H4--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430808.838","4590318.755","430716.905","4590117.746","2.17041","41.459659","NITBUS -N3--","08","55","Nou Barris","Ciutat Meridiana","",""
